# Alambda for ATLAS9 + DUSTY99 + blackbody spectra:
#  n      Teff  logg  Av   Rv          U        B        V        R        I        J        H        K
 104      2300  3.50  2.0  3.1     2.993    2.539    1.979    1.380    1.134    0.576    0.363    0.226 
 104      2300  3.50  3.0  3.1     4.481    3.788    2.959    2.055    1.698    0.863    0.544    0.339 
 104      2300  3.50  4.0  3.1     5.965    5.023    3.933    2.721    2.258    1.149    0.725    0.452 
 104      2300  3.50  5.0  3.1     7.444    6.245    4.900    3.379    2.817    1.435    0.905    0.565 
 104      2300  3.50  6.0  3.1     8.919    7.452    5.860    4.028    3.372    1.720    1.086    0.677 
 104      2300  3.50  7.0  3.1    10.391    8.646    6.813    4.670    3.926    2.005    1.266    0.790 
 104      2300  3.50  8.0  3.1    11.860    9.827    7.760    5.304    4.477    2.289    1.447    0.902 
 104      2300  3.50  9.0  3.1    13.325   10.996    8.701    5.932    5.026    2.572    1.627    1.015 
 104      2300  3.50 10.0  3.1    14.788   12.153    9.635    6.554    5.573    2.855    1.806    1.127 
 105      2300  4.00  1.0  3.1     1.499    1.247    0.989    0.695    0.569    0.289    0.181    0.113 
 105      2300  4.00  2.0  3.1     2.992    2.482    1.972    1.379    1.136    0.577    0.363    0.226 
 105      2300  4.00  3.0  3.1     4.479    3.705    2.948    2.054    1.699    0.864    0.544    0.339 
 105      2300  4.00  4.0  3.1     5.961    4.915    3.918    2.720    2.260    1.151    0.725    0.452 
 105      2300  4.00  5.0  3.1     7.437    6.113    4.881    3.377    2.819    1.437    0.906    0.565 
 105      2300  4.00  6.0  3.1     8.910    7.300    5.838    4.026    3.375    1.722    1.087    0.677 
 105      2300  4.00  7.0  3.1    10.379    8.476    6.788    4.667    3.929    2.007    1.268    0.790 
 105      2300  4.00  8.0  3.1    11.844    9.641    7.732    5.302    4.481    2.291    1.448    0.903 
 105      2300  4.00  9.0  3.1    13.306   10.796    8.670    5.929    5.030    2.574    1.628    1.015 
 105      2300  4.00 10.0  3.1    14.765   11.941    9.601    6.551    5.577    2.857    1.808    1.128 
 106      2300  4.50  1.0  3.1     1.497    1.219    0.986    0.692    0.568    0.289    0.181    0.113 
 106      2300  4.50  2.0  3.1     2.987    2.428    1.965    1.373    1.135    0.577    0.363    0.226 
 106      2300  4.50  3.0  3.1     4.470    3.626    2.939    2.045    1.698    0.865    0.545    0.339 
 106      2300  4.50  4.0  3.1     5.948    4.814    3.906    2.707    2.259    1.152    0.726    0.452 
 106      2300  4.50  5.0  3.1     7.421    5.993    4.866    3.361    2.818    1.438    0.907    0.565 
 106      2300  4.50  6.0  3.1     8.889    7.162    5.820    4.007    3.374    1.724    1.088    0.678 
 106      2300  4.50  7.0  3.1    10.353    8.322    6.768    4.646    3.928    2.009    1.269    0.791 
 106      2300  4.50  8.0  3.1    11.814    9.473    7.709    5.278    4.480    2.293    1.450    0.903 
 106      2300  4.50  9.0  3.1    13.271   10.616    8.645    5.903    5.030    2.577    1.630    1.016 
 106      2300  4.50 10.0  3.1    14.726   11.752    9.574    6.522    5.578    2.860    1.811    1.128 
 107      2300  5.00  1.0  3.1     1.487    1.196    0.982    0.690    0.569    0.289    0.182    0.113 
 107      2300  5.00  2.0  3.1     2.967    2.383    1.957    1.370    1.135    0.577    0.364    0.226 
 107      2300  5.00  3.0  3.1     4.443    3.563    2.926    2.041    1.699    0.865    0.546    0.340 
 107      2300  5.00  4.0  3.1     5.913    4.734    3.888    2.703    2.260    1.152    0.728    0.453 
 107      2300  5.00  5.0  3.1     7.379    5.898    4.844    3.356    2.819    1.438    0.909    0.566 
 107      2300  5.00  6.0  3.1     8.841    7.053    5.793    4.001    3.376    1.724    1.091    0.678 
 107      2300  5.00  7.0  3.1    10.300    8.202    6.736    4.639    3.930    2.009    1.272    0.791 
 107      2300  5.00  8.0  3.1    11.756    9.344    7.673    5.270    4.483    2.293    1.453    0.904 
 107      2300  5.00  9.0  3.1    13.209   10.478    8.604    5.895    5.033    2.577    1.634    1.017 
 107      2300  5.00 10.0  3.1    14.660   11.606    9.528    6.514    5.581    2.860    1.814    1.129 
 108      2300  5.50  1.0  3.1     1.476    1.184    0.979    0.690    0.568    0.289    0.182    0.113 
 108      2300  5.50  2.0  3.1     2.948    2.360    1.950    1.369    1.134    0.577    0.365    0.227 
 108      2300  5.50  3.0  3.1     4.416    3.529    2.915    2.039    1.697    0.865    0.547    0.340 
 108      2300  5.50  4.0  3.1     5.880    4.692    3.874    2.700    2.258    1.152    0.729    0.453 
 108      2300  5.50  5.0  3.1     7.341    5.847    4.826    3.352    2.817    1.438    0.911    0.566 
 108      2300  5.50  6.0  3.1     8.799    6.997    5.771    3.997    3.373    1.724    1.092    0.679 
 108      2300  5.50  7.0  3.1    10.254    8.140    6.709    4.634    3.928    2.009    1.274    0.792 
 108      2300  5.50  8.0  3.1    11.707    9.276    7.641    5.264    4.480    2.294    1.455    0.905 
 108      2300  5.50  9.0  3.1    13.158   10.407    8.566    5.888    5.030    2.578    1.637    1.018 
 108      2300  5.50 10.0  3.1    14.607   11.532    9.486    6.506    5.579    2.861    1.818    1.131 
 109      2300  6.00  1.0  3.1     1.473    1.179    0.975    0.691    0.566    0.289    0.183    0.114 
 109      2300  6.00  2.0  3.1     2.942    2.351    1.942    1.373    1.130    0.577    0.366    0.227 
 109      2300  6.00  3.0  3.1     4.408    3.518    2.903    2.045    1.692    0.865    0.548    0.341 
 109      2300  6.00  4.0  3.1     5.871    4.677    3.856    2.708    2.252    1.152    0.731    0.454 
 109      2300  6.00  5.0  3.1     7.332    5.831    4.803    3.362    2.809    1.438    0.913    0.567 
 109      2300  6.00  6.0  3.1     8.790    6.979    5.742    4.008    3.365    1.723    1.095    0.681 
 109      2300  6.00  7.0  3.1    10.246    8.121    6.675    4.647    3.918    2.008    1.277    0.794 
 109      2300  6.00  8.0  3.1    11.700    9.257    7.601    5.278    4.470    2.292    1.459    0.907 
 109      2300  6.00  9.0  3.1    13.153   10.388    8.520    5.902    5.019    2.575    1.640    1.020 
 109      2300  6.00 10.0  3.1    14.603   11.513    9.433    6.519    5.567    2.858    1.822    1.133 
 110      2400  3.50  1.0  3.1     1.502    1.283    0.993    0.703    0.571    0.289    0.182    0.113 
 110      2400  3.50  2.0  3.1     2.998    2.554    1.979    1.397    1.140    0.577    0.363    0.226 
 110      2400  3.50  3.0  3.1     4.490    3.810    2.959    2.080    1.706    0.864    0.545    0.339 
 110      2400  3.50  4.0  3.1     5.976    5.053    3.933    2.755    2.269    1.151    0.726    0.452 
 110      2400  3.50  5.0  3.1     7.459    6.282    4.901    3.420    2.829    1.437    0.907    0.565 
 110      2400  3.50  6.0  3.1     8.938    7.497    5.862    4.077    3.387    1.722    1.087    0.678 
 110      2400  3.50  7.0  3.1    10.413    8.699    6.816    4.726    3.942    2.007    1.268    0.791 
 110      2400  3.50  8.0  3.1    11.885    9.886    7.764    5.368    4.495    2.291    1.448    0.903 
 110      2400  3.50  9.0  3.1    13.354   11.062    8.706    6.003    5.045    2.575    1.628    1.016 
 110      2400  3.50 10.0  3.1    14.820   12.225    9.642    6.631    5.593    2.858    1.808    1.128 
 111      2400  4.00  1.0  3.1     1.504    1.259    0.990    0.703    0.572    0.288    0.182    0.113 
 111      2400  4.00  2.0  3.1     3.001    2.506    1.974    1.396    1.141    0.576    0.363    0.226 
 111      2400  4.00  3.0  3.1     4.492    3.740    2.952    2.078    1.707    0.864    0.545    0.339 
 111      2400  4.00  4.0  3.1     5.978    4.962    3.923    2.752    2.270    1.151    0.726    0.452 
 111      2400  4.00  5.0  3.1     7.459    6.171    4.888    3.416    2.830    1.437    0.907    0.565 
 111      2400  4.00  6.0  3.1     8.936    7.368    5.847    4.072    3.388    1.722    1.088    0.678 
 111      2400  4.00  7.0  3.1    10.410    8.553    6.800    4.721    3.944    2.007    1.268    0.791 
 111      2400  4.00  8.0  3.1    11.879    9.727    7.746    5.361    4.497    2.291    1.449    0.904 
 111      2400  4.00  9.0  3.1    13.345   10.889    8.686    5.995    5.048    2.575    1.629    1.016 
 111      2400  4.00 10.0  3.1    14.809   12.042    9.620    6.623    5.596    2.858    1.809    1.129 
 112      2400  4.50  1.0  3.1     1.505    1.233    0.989    0.698    0.571    0.289    0.182    0.113 
 112      2400  4.50  2.0  3.1     3.002    2.455    1.971    1.386    1.140    0.578    0.364    0.226 
 112      2400  4.50  3.0  3.1     4.492    3.667    2.948    2.064    1.705    0.865    0.545    0.339 
 112      2400  4.50  4.0  3.1     5.976    4.867    3.918    2.733    2.268    1.152    0.727    0.452 
 112      2400  4.50  5.0  3.1     7.455    6.057    4.881    3.393    2.829    1.439    0.908    0.565 
 112      2400  4.50  6.0  3.1     8.929    7.237    5.839    4.045    3.387    1.724    1.089    0.678 
 112      2400  4.50  7.0  3.1    10.399    8.407    6.790    4.689    3.942    2.009    1.270    0.791 
 112      2400  4.50  8.0  3.1    11.865    9.567    7.736    5.327    4.495    2.294    1.451    0.903 
 112      2400  4.50  9.0  3.1    13.328   10.718    8.675    5.957    5.046    2.578    1.631    1.016 
 112      2400  4.50 10.0  3.1    14.787   11.861    9.608    6.582    5.595    2.861    1.812    1.128 
 113      2400  5.50  1.0  3.1     1.488    1.191    0.984    0.692    0.571    0.289    0.183    0.113 
 113      2400  5.50  2.0  3.1     2.970    2.375    1.961    1.374    1.139    0.578    0.365    0.226 
 113      2400  5.50  3.0  3.1     4.447    3.551    2.932    2.047    1.704    0.866    0.547    0.340 
 113      2400  5.50  4.0  3.1     5.919    4.720    3.897    2.711    2.267    1.153    0.729    0.453 
 113      2400  5.50  5.0  3.1     7.387    5.883    4.855    3.367    2.827    1.440    0.911    0.566 
 113      2400  5.50  6.0  3.1     8.851    7.038    5.806    4.015    3.385    1.726    1.093    0.679 
 113      2400  5.50  7.0  3.1    10.311    8.186    6.751    4.656    3.941    2.011    1.274    0.792 
 113      2400  5.50  8.0  3.1    11.769    9.328    7.690    5.290    4.495    2.295    1.456    0.905 
 113      2400  5.50  9.0  3.1    13.224   10.464    8.622    5.917    5.046    2.580    1.637    1.018 
 113      2400  5.50 10.0  3.1    14.676   11.593    9.548    6.539    5.595    2.863    1.818    1.131 
 114      2400  6.00  1.0  3.1     1.479    1.183    0.980    0.693    0.569    0.289    0.183    0.114 
 114      2400  6.00  2.0  3.1     2.953    2.358    1.954    1.375    1.136    0.578    0.366    0.228 
 114      2400  6.00  3.0  3.1     4.423    3.528    2.920    2.049    1.700    0.866    0.548    0.341 
 114      2400  6.00  4.0  3.1     5.890    4.691    3.880    2.714    2.261    1.153    0.731    0.455 
 114      2400  6.00  5.0  3.1     7.353    5.847    4.833    3.370    2.820    1.439    0.913    0.568 
 114      2400  6.00  6.0  3.1     8.813    6.998    5.779    4.018    3.377    1.725    1.095    0.681 
 114      2400  6.00  7.0  3.1    10.271    8.143    6.719    4.659    3.932    2.010    1.277    0.795 
 114      2400  6.00  8.0  3.1    11.727    9.282    7.651    5.292    4.485    2.294    1.459    0.908 
